"VelocidadViento","Humedad","Temperatura","DíaFestivo","DíaSemana","DíaNoLaborable","Estación","Clima","Fecha","Año","Mes","Hora","Total"
0.1045,0.54,0.7,0,6,0,3,2,"2012-07-14",1,7,2,105
0.4478,0.55,0.8,0,2,1,3,1,"2012-09-04",1,9,13,281
0.0896,0.6,0.26,0,6,0,1,1,"2012-01-28",1,1,3,22
0.1343,0.79,0.7,0,1,1,3,1,"2011-07-11",0,7,23,59
0.194,0.46,0.36,0,5,1,4,1,"2012-11-16",1,11,17,582
0,0.17,0.42,0,2,1,2,1,"2012-03-27",1,3,19,418
0.194,0.79,0.68,0,2,1,3,1,"2012-07-03",1,7,22,180
0.0896,0.89,0.68,0,1,1,3,2,"2012-07-09",1,7,0,39
0.1343,0.83,0.52,0,5,1,2,2,"2011-05-13",0,5,20,158
0.1642,0.89,0.64,0,0,0,3,2,"2012-08-26",1,8,19,298
0,0.63,0.82,0,0,0,3,1,"2011-08-07",0,8,11,269
0.194,0.21,0.82,0,5,1,3,1,"2011-07-01",0,7,17,463
0.2537,0.65,0.64,0,5,1,3,1,"2011-07-15",0,7,8,567
0.1343,0.76,0.34,0,4,1,4,1,"2011-11-03",0,11,2,11
0.2239,0.94,0.64,0,4,1,3,2,"2011-09-08",0,9,11,98
0.5821,0.45,0.5,0,4,1,4,1,"2011-10-20",0,10,13,167
0.2239,0.83,0.58,0,3,1,2,2,"2012-05-02",1,5,12,249
0.1642,0.5,0.36,0,6,0,4,1,"2012-11-03",1,11,19,244
0.1343,0.51,0.2,0,1,1,1,1,"2012-01-30",1,1,5,28
0.0896,0.75,0.24,0,5,1,1,1,"2011-12-30",0,12,7,96
0.2239,0.5,0.4,0,4,1,4,3,"2012-11-01",1,11,17,693
0.2537,0.73,0.64,0,2,1,2,1,"2012-05-22",1,5,20,375
0.4179,0.94,0.5,0,6,0,2,3,"2012-03-24",1,3,15,296
0.3881,0.43,0.4,0,4,1,4,1,"2012-10-11",1,10,9,358
0.2836,0.54,0.7,0,3,1,2,1,"2012-05-16",1,5,19,597
0.0896,0.58,0.7,0,6,0,2,1,"2012-05-05",1,5,11,577
0.1642,0.47,0.22,0,0,0,1,1,"2011-01-02",0,1,23,15
0.1343,0.73,0.54,0,1,1,4,2,"2012-10-01",1,10,21,220
0.1343,0.53,0.34,0,5,1,2,2,"2012-04-13",1,4,4,7
0.1045,0.57,0.36,1,4,0,4,1,"2012-11-22",1,11,10,221
0.4925,0.88,0.5,0,2,1,2,3,"2011-04-05",0,4,4,9
0.1642,0.33,0.32,0,6,0,2,1,"2012-04-07",1,4,5,3
0.0896,0.38,0.42,0,2,1,2,1,"2012-04-03",1,4,9,413
0.4925,0.51,0.44,0,3,1,1,2,"2012-01-18",1,1,2,6
0.1642,0.46,0.82,0,3,1,3,1,"2012-08-01",1,8,14,268
0.1642,0.32,0.84,0,1,1,3,1,"2012-07-02",1,7,18,732
0.2537,0.54,0.68,0,1,1,3,1,"2011-08-22",0,8,9,190
0.4925,0.7,0.24,0,4,1,1,1,"2012-12-27",1,12,6,51
0,1,0.46,0,5,1,2,1,"2011-05-20",0,5,1,28
0.1343,0.68,0.58,0,3,1,3,1,"2011-08-24",0,8,3,6
0.2537,0.32,0.54,0,1,1,1,2,"2012-03-12",1,3,13,254
0,0.24,0.42,0,6,0,1,1,"2012-03-03",1,3,23,111
0,0.61,0.62,0,6,0,3,1,"2011-07-02",0,7,4,16
0.1045,0.68,0.54,0,2,1,4,2,"2011-11-15",0,11,8,486
0.1045,0.94,0.62,1,1,0,2,2,"2011-05-30",0,5,5,12
0.194,0.74,0.68,0,1,1,3,1,"2011-08-01",0,8,23,101
0,0.59,0.2,0,0,0,4,1,"2011-12-11",0,12,9,112
0,0.77,0.54,0,4,1,4,1,"2012-10-25",1,10,2,24
0.1642,0.76,0.34,0,5,1,2,3,"2011-04-08",0,4,3,8
0.2985,0.55,0.74,0,1,1,3,3,"2011-08-15",0,8,15,184
0.1045,0.71,0.36,0,5,1,2,1,"2011-05-06",0,5,3,15
0.1045,0.57,0.32,0,1,1,4,2,"2011-12-12",0,12,15,137
0.2239,0.88,0.46,0,3,1,4,1,"2012-10-17",1,10,23,99
0.194,0.56,0.24,0,1,1,1,2,"2012-12-31",1,12,12,226
0.3881,0.36,0.12,0,6,0,1,1,"2011-01-08",0,1,22,42
0.2836,0.56,0.3,0,3,1,4,2,"2012-11-07",1,11,0,285
0.1045,0.65,0.24,0,0,0,1,1,"2011-02-06",0,2,8,26
0.4478,0.62,0.76,0,6,0,3,1,"2012-09-08",1,9,11,582
0.3582,0.39,0.14,0,4,1,1,1,"2011-02-10",0,2,11,48
0.3284,0.62,0.76,0,4,1,3,1,"2011-08-04",0,8,17,562
0,0.83,0.6,0,6,0,2,1,"2012-05-05",1,5,0,154
0.2537,0.94,0.42,0,1,1,4,2,"2012-12-17",1,12,20,200
0.194,0.88,0.58,0,4,1,4,2,"2011-10-13",0,10,23,49
0.3582,0.42,0.5,0,4,1,2,1,"2012-03-29",1,3,14,242
0.2836,0.54,0.7,0,3,1,3,1,"2011-07-27",0,7,5,22
0.3881,0.53,0.32,0,2,1,1,2,"2012-02-21",1,2,14,128
0.0896,1,0.36,0,1,1,4,3,"2012-12-10",1,12,0,22
0.194,0.51,0.5,0,4,1,2,1,"2011-04-14",0,4,20,173
0.2239,0.55,0.74,0,6,0,3,1,"2011-09-10",0,9,17,467
0.3284,0.46,0.34,0,5,1,4,1,"2011-11-04",0,11,22,120
0.3284,0.83,0.66,0,5,1,3,1,"2011-06-24",0,6,1,32
0.2239,0.81,0.34,0,2,1,4,1,"2011-11-01",0,11,4,10
0.4179,0.23,0.52,0,3,1,2,1,"2012-04-04",1,4,23,135
0.2239,0.54,0.7,0,6,0,3,1,"2011-07-16",0,7,9,227
0,0.49,0.34,0,2,1,2,1,"2011-03-29",0,3,22,60
0.194,0.5,0.42,0,5,1,2,1,"2012-05-11",1,5,4,12
0.3582,0.41,0.66,0,3,1,3,1,"2012-06-27",1,6,9,288
0.1642,0.79,0.7,0,3,1,2,1,"2011-06-01",0,6,2,6
0.0896,0.77,0.46,0,1,1,4,1,"2011-10-24",0,10,23,65
0.2537,0.94,0.4,0,2,1,2,2,"2011-04-12",0,4,23,40
0.2537,0.66,0.36,0,0,0,4,1,"2012-11-18",1,11,21,115
0.3284,0.59,0.52,0,1,1,4,1,"2012-10-15",1,10,21,208
0.2537,0.45,0.72,0,6,0,3,1,"2011-06-25",0,6,9,190
0.1045,0.87,0.36,0,3,1,1,2,"2011-12-21",0,12,7,233
0.3582,0.77,0.42,0,0,0,1,2,"2011-03-06",0,3,0,55
0.1045,0.63,0.5,0,0,0,4,2,"2011-11-20",0,11,11,292
0.2537,0.84,0.7,0,2,1,3,2,"2012-09-04",1,9,0,32
0.194,0.47,0.2,0,6,0,2,1,"2011-03-26",0,3,3,11
0.194,0.55,0.22,0,2,1,1,1,"2011-02-22",0,2,14,64
0.1642,0.81,0.3,0,0,0,1,1,"2011-02-27",0,2,10,108
0.2836,0.59,0.52,0,4,1,4,2,"2011-12-15",0,12,17,328
0.1642,0.87,0.36,0,2,1,4,3,"2012-10-09",1,10,4,14
0,0.38,0.8,0,5,1,3,2,"2012-07-13",1,7,14,371
0.2537,0.49,0.34,0,6,0,4,2,"2012-11-03",1,11,2,53
0.194,0.88,0.6,0,6,0,3,3,"2012-07-21",1,7,16,328
0.2537,0.38,0.44,0,2,1,1,1,"2012-02-07",1,2,13,189
0.3284,0.78,0.66,0,5,1,3,2,"2012-07-20",1,7,18,628
0.0896,0.88,0.56,0,1,1,2,1,"2011-05-16",0,5,23,65
0.2985,0.56,0.88,0,4,1,3,1,"2011-07-21",0,7,13,109
0,0.75,0.24,0,0,0,4,1,"2011-10-30",0,10,7,28
0.1343,0.39,0.84,0,0,0,3,1,"2012-07-01",1,7,20,335
0,0.93,0.14,0,0,0,1,1,"2011-01-30",0,1,3,10
0.194,0.87,0.4,0,5,1,1,3,"2012-02-24",1,2,16,180
0.1343,0.62,0.36,0,0,0,4,2,"2011-11-13",0,11,4,10
0.194,0.24,0.7,0,4,1,2,1,"2011-06-02",0,6,20,345
0.2537,0.55,0.48,0,2,1,4,1,"2012-10-16",1,10,9,356
0.1045,0.89,0.68,0,0,0,3,2,"2012-07-15",1,7,4,23
0.2239,0.55,0.46,0,0,0,4,1,"2012-09-23",1,9,4,15
0.2537,0.87,0.34,0,3,1,1,2,"2012-01-11",1,1,16,125
0,0.88,0.58,0,1,1,2,1,"2011-06-06",0,6,6,112
0.5224,0.42,0.34,0,5,1,1,2,"2012-03-09",1,3,8,505
0.2985,1,0.4,0,3,1,2,3,"2011-04-13",0,4,2,3
0.806,0.41,0.46,0,5,1,1,1,"2011-02-25",0,2,15,60
0.4179,0.5,0.1,0,4,1,1,1,"2011-02-10",0,2,7,103
0,0.87,0.32,0,1,1,4,1,"2011-12-05",0,12,3,7
0.0896,0.74,0.72,0,0,0,3,1,"2011-08-07",0,8,18,229
0.3284,0.4,0.2,0,4,1,1,1,"2011-01-13",0,1,18,145
0.3284,0.43,0.38,0,5,1,4,2,"2012-11-02",1,11,18,526
0.4627,0.44,0.88,0,0,0,3,1,"2012-08-05",1,8,13,528
0.1343,0.65,0.26,0,0,0,4,1,"2012-11-04",1,11,4,12
0.2836,0.69,0.22,0,3,1,1,2,"2012-12-26",1,12,5,13
0.2239,0.75,0.26,0,3,1,4,2,"2012-11-28",1,11,1,20
0.1642,0.68,0.54,0,2,1,2,2,"2011-04-19",0,4,11,74
0.1045,0.88,0.56,0,1,1,2,1,"2011-05-23",0,5,1,13
0.194,0.73,0.64,0,1,1,2,2,"2012-05-21",1,5,15,229
0.1343,0.53,0.36,0,1,1,4,2,"2011-12-19",0,12,21,132
0.2239,0.55,0.78,0,5,1,3,1,"2012-07-06",1,7,1,34
0.2985,0.46,0.36,0,3,1,2,2,"2011-03-30",0,3,14,87
0.1642,0.46,0.38,0,1,1,4,1,"2011-12-19",0,12,15,162
0.1343,0.81,0.32,0,3,1,4,1,"2012-10-31",1,10,8,624
0.1045,0.94,0.4,0,0,0,4,2,"2012-12-09",1,12,4,16
0.3284,0.33,0.62,0,2,1,3,1,"2012-06-26",1,6,0,43
0.3582,0.5,0.38,0,3,1,4,1,"2012-12-19",1,12,18,571
0,0.4,0.36,0,6,0,4,1,"2011-11-19",0,11,11,238
0.1343,0.69,0.62,0,1,1,2,2,"2011-05-02",0,5,19,317
0.2239,0.68,0.58,0,0,0,3,1,"2012-09-09",1,9,8,172
0.3881,0.48,0.7,0,3,1,2,1,"2011-04-20",0,4,12,148
0,0.77,0.42,0,4,1,2,2,"2012-04-19",1,4,2,14
0.2985,0.32,0.42,0,6,0,4,1,"2011-11-19",0,11,14,356
0.1343,0.75,0.24,0,5,1,4,1,"2012-12-14",1,12,9,348
0.2239,0.69,0.68,0,5,1,3,1,"2011-08-05",0,8,23,144
0.2239,0.7,0.7,0,1,1,3,1,"2012-08-13",1,8,23,133
0,0.33,0.76,0,3,1,3,1,"2012-07-25",1,7,12,318
0.1045,0.52,0.52,0,1,1,4,1,"2012-10-22",1,10,19,517
0.1045,0.83,0.58,0,2,1,4,3,"2012-10-02",1,10,6,180
0.1343,0.78,0.64,0,3,1,3,2,"2012-08-01",1,8,5,55
0.2836,0.41,0.44,0,4,1,2,1,"2011-04-21",0,4,11,138
0,0.6,0.26,0,2,1,1,2,"2012-02-14",1,2,0,18
0.1343,0.78,0.6,0,5,1,2,1,"2011-05-27",0,5,22,145
0.1343,0.61,0.34,0,4,1,4,2,"2012-11-15",1,11,11,167
0.194,0.82,0.46,0,2,1,1,2,"2012-03-13",1,3,5,28
0.2985,0.43,0.36,0,3,1,2,1,"2012-03-28",1,3,4,6
0.0896,0.52,0.54,0,1,1,2,2,"2011-04-18",0,4,11,127
0.194,0.81,0.28,0,3,1,4,1,"2011-11-30",0,11,5,23
0.2239,0.44,0.42,0,1,1,4,1,"2011-10-31",0,10,12,173
0.2985,0.69,0.68,0,3,1,3,1,"2011-08-24",0,8,23,78
0.2985,0.51,0.74,0,0,0,3,1,"2011-09-11",0,9,15,408
0.0896,1,0.32,0,6,0,2,3,"2011-04-23",0,4,3,10
0.2239,0.87,0.34,0,3,1,1,3,"2012-01-11",1,1,17,140
0.1642,0.55,0.8,0,4,1,3,1,"2011-08-04",0,8,14,174
0.1642,0.37,0.58,0,6,0,2,1,"2011-05-07",0,5,18,293
0.2537,0.55,0.8,0,1,1,3,1,"2012-08-27",1,8,16,447
0.2239,0.54,0.42,0,3,1,4,2,"2012-10-31",1,10,16,428
0.194,0.47,0.64,0,5,1,2,1,"2012-04-20",1,4,15,408
0.2836,0.54,0.42,0,2,1,2,2,"2011-03-22",0,3,21,89
0.1343,0.7,0.32,0,4,1,4,2,"2011-12-15",0,12,3,5
0.3284,0.34,0.36,1,5,0,4,1,"2011-11-11",0,11,16,245
0.0896,0.74,0.66,0,6,0,3,2,"2012-08-25",1,8,2,83
0.1343,0.52,0.26,0,3,1,1,1,"2011-03-09",0,3,1,8
0.1343,0.48,0.5,0,6,0,4,1,"2011-10-15",0,10,20,182
0.2985,0.88,0.54,0,2,1,3,3,"2011-09-06",0,9,20,168
0.3284,0.47,0.2,0,5,1,1,1,"2012-01-13",1,1,22,70
0.2836,0.83,0.64,0,5,1,3,2,"2012-07-20",1,7,19,408
0.2836,0.83,0.54,0,0,0,2,2,"2012-05-06",1,5,2,99
0.1343,0.83,0.64,0,0,0,3,1,"2011-09-04",0,9,5,11
0,0.94,0.42,0,5,1,2,1,"2012-04-20",1,4,5,31
0.0896,0.63,0.86,0,5,1,3,1,"2011-07-22",0,7,9,212
0.0896,0.79,0.7,0,1,1,3,1,"2012-07-30",1,7,7,473
0.2239,0.32,0.88,0,4,1,3,1,"2012-08-09",1,8,14,251
0.3582,0.82,0.38,0,0,0,2,3,"2012-04-22",1,4,13,54
0.0896,0.94,0.42,0,6,0,1,2,"2012-03-17",1,3,5,12
0.1045,0.79,0.74,0,4,1,2,1,"2011-06-09",0,6,1,22
0.1045,0.77,0.44,0,4,1,3,1,"2012-09-20",1,9,5,60
0.194,0.35,0.4,0,5,1,1,1,"2012-02-17",1,2,20,176
0.2239,0.7,0.7,0,1,1,3,1,"2012-06-25",1,6,2,16
0.1343,0.93,0.32,0,3,1,1,2,"2011-03-16",0,3,9,159
0.0896,0.58,0.74,0,3,1,3,3,"2011-08-03",0,8,10,75
0,0.77,0.46,0,1,1,4,2,"2011-12-05",0,12,19,314
0.1045,0.84,0.7,0,3,1,3,3,"2011-08-03",0,8,20,93
0.1642,0.59,0.2,0,0,0,4,1,"2011-12-18",0,12,7,19
0.1343,0.49,0.54,0,3,1,4,2,"2012-10-17",1,10,13,317
0.2836,0.58,0.44,0,4,1,1,2,"2012-02-23",1,2,1,21
0,0.82,0.4,0,4,1,1,2,"2012-01-26",1,1,23,94
0.2239,0.77,0.44,0,2,1,4,1,"2012-09-25",1,9,6,201
0.1045,0.83,0.68,0,3,1,3,1,"2011-07-20",0,7,5,29
0,0.66,0.32,0,6,0,4,1,"2011-11-05",0,11,21,120
0.2537,0.46,0.58,0,2,1,2,1,"2012-06-05",1,6,19,517
0.2239,0.71,0.42,0,3,1,4,1,"2011-10-26",0,10,6,95
0.2239,0.63,0.52,0,3,1,3,1,"2012-09-19",1,9,7,547
0.1045,0.87,0.4,0,0,0,4,2,"2012-12-09",1,12,3,51
0.4179,0.17,0.4,0,6,0,1,1,"2011-02-19",0,2,6,9
0,0.66,0.38,0,6,0,4,2,"2012-12-01",1,12,16,447
0.0896,0.83,0.56,0,4,1,2,1,"2012-03-22",1,3,23,155
0.2239,0.52,0.3,0,5,1,1,1,"2012-02-03",1,2,2,8
0.0896,0.78,0.64,0,6,0,3,2,"2012-07-14",1,7,6,41
0.194,0.45,0.32,0,4,1,1,2,"2011-01-20",0,1,15,73
0.0896,0.48,0.02,0,1,1,1,1,"2011-01-24",0,1,6,15
0.2239,0.62,0.38,0,6,0,4,1,"2011-11-19",0,11,23,99
0.3284,0.56,0.82,0,1,1,3,1,"2011-07-18",0,7,14,144
0.2239,0.43,0.36,0,0,0,4,1,"2012-11-04",1,11,18,240
0.2985,0.56,0.28,0,3,1,4,2,"2012-11-07",1,11,2,78
0.1343,0.83,0.64,0,6,0,2,1,"2012-05-26",1,5,1,87
0.2836,0.28,0.46,0,4,1,2,1,"2011-04-21",0,4,19,326
0.2836,0.82,0.42,0,1,1,1,1,"2011-02-28",0,2,9,150
0.0896,0.83,0.66,0,1,1,3,1,"2011-08-01",0,8,6,100
0.3881,0.46,0.1,0,2,1,1,1,"2012-01-03",1,1,23,24
0.2836,0.46,0.36,0,6,0,4,2,"2012-11-03",1,11,18,303
0.3284,0.48,0.48,0,5,1,4,1,"2011-10-21",0,10,13,208
0.194,0.61,0.7,0,3,1,3,1,"2012-08-15",1,8,0,62
0.2239,0.37,0.56,0,4,1,1,1,"2012-03-01",1,3,12,224
0.194,0.45,0.74,0,2,1,2,1,"2012-05-01",1,5,16,358
0.0896,0.49,0.34,0,2,1,4,1,"2012-12-18",1,12,23,84
0.2985,0.45,0.5,0,5,1,4,1,"2011-10-21",0,10,12,243
0.3582,0.47,0.44,0,3,1,4,2,"2012-12-05",1,12,10,144
0.1343,0.37,0.2,0,0,0,1,1,"2012-01-29",1,1,7,17
0.194,0.38,0.64,0,2,1,4,2,"2011-10-18",0,10,13,221
0.194,0.79,0.72,0,3,1,2,2,"2011-06-01",0,6,8,455
0.1343,0.35,0.42,0,6,0,4,1,"2012-10-13",1,10,11,527
0.1343,0.88,0.6,0,2,1,2,3,"2012-06-12",1,6,5,30
0,0.31,0.8,0,3,1,3,1,"2011-07-27",0,7,11,141
0.1045,0.74,0.66,0,4,1,3,1,"2011-08-04",0,8,23,138
0.1343,0.83,0.52,0,6,0,2,2,"2012-03-24",1,3,9,257
0.1343,0.65,0.26,0,4,1,4,1,"2011-12-08",0,12,22,96
0.2985,0.77,0.44,0,6,0,1,2,"2011-01-01",0,1,15,113
0.2239,0.68,0.54,0,2,1,2,2,"2011-04-12",0,4,7,191
0.194,0.49,0.34,0,4,1,2,1,"2012-04-05",1,4,7,359
0,0.29,0.88,0,6,0,3,1,"2011-07-30",0,7,13,315
0.3582,0.34,0.54,0,4,1,1,1,"2012-03-01",1,3,18,530
0.1343,0.44,0.84,0,5,1,2,1,"2011-06-10",0,6,12,208
0.1343,0.81,0.32,0,0,0,4,1,"2011-12-04",0,12,10,218
0.2985,0.74,0.18,0,6,0,1,2,"2012-01-21",1,1,22,62
0.2537,0.62,0.38,0,1,1,2,1,"2012-04-30",1,4,5,20
0.1642,0.54,0.14,0,1,1,1,1,"2011-01-24",0,1,19,111
0.1343,0.83,0.64,0,0,0,3,3,"2012-08-19",1,8,13,167
0.2239,0.51,0.7,0,5,1,3,1,"2011-07-15",0,7,20,347
0.0896,0.93,0.36,0,0,0,2,2,"2011-04-10",0,4,6,8
0.194,0.46,0.8,0,6,0,2,2,"2011-06-11",0,6,16,399
0.194,0.94,0.64,0,5,1,3,3,"2011-09-09",0,9,0,19
0.1343,0.55,0.22,0,5,1,1,1,"2011-02-11",0,2,20,68
0.2239,0.87,0.36,0,2,1,4,3,"2012-10-09",1,10,1,18
0.2985,0.73,0.6,0,6,0,3,1,"2012-09-22",1,9,8,226
0.2537,0.87,0.3,0,4,1,2,2,"2011-03-31",0,3,17,173
0.2239,0.57,0.66,0,5,1,3,1,"2012-09-21",1,9,11,329
0.3881,0.43,0.16,0,1,1,1,1,"2011-01-03",0,1,9,96
0.3284,0.81,0.34,0,1,1,2,2,"2011-03-21",0,3,9,132
0.194,0.93,0.22,0,3,1,1,3,"2011-02-02",0,2,1,10
0.194,0.94,0.52,0,3,1,4,2,"2011-11-23",0,11,10,82
0,0.87,0.34,0,0,0,4,1,"2011-10-23",0,10,4,13
0.1343,0.62,0.74,0,6,0,3,1,"2012-07-28",1,7,0,194
0.2836,0.36,0.3,0,5,1,2,2,"2011-03-25",0,3,19,139
0.3582,0.63,0.46,0,1,1,4,1,"2011-11-14",0,11,2,21
0.1642,0.29,0.64,0,1,1,4,1,"2012-10-22",1,10,15,299
0.1343,0.88,0.62,0,3,1,2,3,"2012-05-30",1,5,3,9
0,0.88,0.44,0,6,0,1,2,"2012-03-17",1,3,2,46
0.1343,0.89,0.64,0,1,1,4,1,"2011-09-26",0,9,20,255
0.1642,0.56,0.6,0,5,1,2,1,"2011-05-20",0,5,18,479
0,0.79,0.74,0,1,1,3,1,"2011-07-25",0,7,3,11
0.194,0.5,0.42,0,3,1,4,1,"2012-12-19",1,12,14,221
0.2985,0.56,0.26,0,4,1,4,1,"2011-12-01",0,12,2,12
0,1,0.52,0,0,0,2,2,"2011-05-15",0,5,4,16
0,0.67,0.42,0,0,0,4,1,"2012-10-21",1,10,8,148
0.194,0.52,0.28,0,3,1,4,1,"2012-11-28",1,11,9,326
0,0.5,0.36,0,6,0,4,1,"2011-12-03",0,12,12,362
0.194,0.88,0.6,0,2,1,4,2,"2012-10-02",1,10,12,106
0.1343,0.28,0.16,0,4,1,1,1,"2011-02-10",0,2,18,164
0.1343,0.62,0.36,0,5,1,2,1,"2012-04-06",1,4,1,45
0,0.93,0.32,0,1,1,4,1,"2011-11-07",0,11,3,6
0.1343,0.88,0.42,0,2,1,4,1,"2012-12-04",1,12,7,508
0.2537,0.4,0.6,0,6,0,4,1,"2012-09-29",1,9,14,755
0.194,0.74,0.7,0,2,1,2,1,"2012-05-29",1,5,8,641
0.1343,0.61,0.3,0,5,1,1,3,"2012-02-10",1,2,18,361
0.1642,0.88,0.62,0,1,1,2,3,"2011-06-20",0,6,4,5
0.2985,0.66,0.36,0,1,1,4,2,"2012-11-19",1,11,7,391
0.2239,1,0.22,0,1,1,1,2,"2012-01-23",1,1,15,81
0.1642,1,0.22,0,6,0,1,3,"2011-02-05",0,2,12,58
0,0.74,0.66,0,0,0,3,2,"2012-07-22",1,7,10,382
0.2836,0.62,0.74,0,5,1,3,1,"2012-09-07",1,9,19,570
0.1642,0.41,0.62,0,5,1,2,1,"2012-05-18",1,5,20,341
0.1343,0.78,0.6,0,6,0,3,1,"2011-07-16",0,7,3,27
0.194,0.44,0.24,0,1,1,1,1,"2012-03-05",1,3,0,18
0.3582,0.57,0.68,0,1,1,2,1,"2011-04-25",0,4,18,505
0.3284,0.46,0.82,0,4,1,3,1,"2011-08-18",0,8,14,186
0.194,0.31,0.8,0,4,1,3,1,"2012-06-28",1,6,11,214
0.1642,0.81,0.34,0,0,0,4,2,"2012-12-02",1,12,12,520
0.1642,0.32,0.88,0,1,1,3,1,"2011-08-01",0,8,11,125
0.1045,0.6,0.56,0,2,1,4,1,"2011-10-18",0,10,19,319
0.2985,0.83,0.66,0,0,0,3,3,"2011-08-14",0,8,0,90
0.2537,0.35,0.76,0,3,1,3,1,"2011-06-29",0,6,12,246
0.2537,0.57,0.32,1,2,0,1,2,"2012-12-25",1,12,17,51
0.2537,0.66,0.72,0,4,1,3,1,"2011-08-18",0,8,9,232
0.4627,0.77,0.54,0,4,1,3,2,"2011-09-15",0,9,16,227
0.4925,0.54,0.44,0,3,1,4,2,"2011-11-23",0,11,13,179
0.2239,0.65,0.26,0,6,0,4,1,"2012-11-17",1,11,8,174
0.0896,0.77,0.52,0,2,1,3,1,"2011-08-30",0,8,5,28
0.0896,0.56,0.26,0,2,1,1,2,"2011-01-25",0,1,12,109
0.1045,0.76,0.34,0,0,0,4,3,"2012-12-16",1,12,1,97
0.2239,0.6,0.56,0,1,1,2,1,"2012-06-04",1,6,2,15
0.2239,0.39,0.52,0,5,1,4,1,"2011-11-25",0,11,14,276
0,0.88,0.6,0,3,1,3,3,"2011-09-07",0,9,13,11
0.3284,0.33,0.64,0,1,1,3,1,"2012-06-25",1,6,23,109
0,0.9,0.36,0,4,1,1,3,"2012-02-02",1,2,6,78
0.2537,0.52,0.56,0,0,0,4,1,"2011-11-27",0,11,16,327
0.3582,0.53,0.32,0,0,0,1,1,"2011-03-20",0,3,1,28
0.1045,0.79,0.7,0,2,1,3,1,"2011-06-21",0,6,22,114
0.2239,0.65,0.26,0,3,1,4,2,"2012-11-28",1,11,6,140
0,0.54,0.7,0,3,1,2,1,"2012-05-30",1,5,12,256
0.2239,0.93,0.24,0,5,1,2,3,"2011-04-01",0,4,6,36
0.3881,0.77,0.42,1,5,0,2,1,"2011-04-15",0,4,19,212
0.1642,0.62,0.38,0,2,1,1,1,"2012-02-28",1,2,1,12
0,0.76,0.4,1,5,0,2,1,"2011-04-15",0,4,2,24
0.1045,0.7,0.26,0,6,0,2,2,"2011-04-02",0,4,7,23
0.1343,0.88,0.56,0,2,1,2,2,"2012-05-15",1,5,2,10
0.2836,0.78,0.64,0,6,0,3,1,"2012-07-14",1,7,7,52
0,0.8,0.22,0,6,0,1,1,"2011-01-01",0,1,1,45
0.3881,0.38,0.44,0,3,1,1,1,"2012-03-07",1,3,12,218
0.2537,0.88,0.6,0,1,1,3,1,"2011-08-15",0,8,6,95
0.4179,0.26,0.54,0,2,1,1,1,"2012-01-31",1,1,17,561
0.0896,0.94,0.44,0,6,0,1,2,"2012-03-17",1,3,0,102
0.1343,0.77,0.44,0,2,1,4,1,"2012-10-23",1,10,3,8
0.2239,0.89,0.64,0,6,0,3,3,"2012-06-30",1,6,1,62
0.4627,0.26,0.8,0,3,1,3,1,"2012-06-27",1,6,15,252
0.2836,0.39,0.5,0,4,1,4,1,"2012-10-11",1,10,17,834
0.0896,0.7,0.7,0,1,1,3,1,"2011-08-01",0,8,22,144
0.2239,0.87,0.3,0,6,0,2,2,"2011-04-09",0,4,0,36
0,0.88,0.5,0,3,1,4,1,"2011-10-26",0,10,20,212
0.2239,0.61,0.28,0,2,1,1,1,"2012-03-06",1,3,23,57
0.2537,0.54,0.38,0,4,1,4,2,"2012-11-01",1,11,20,299
0.1045,0.87,0.26,0,0,0,1,1,"2012-01-01",1,1,8,19
0.1343,0.89,0.64,0,4,1,3,2,"2011-07-07",0,7,6,122
0.2239,0.69,0.64,0,1,1,2,1,"2011-05-02",0,5,14,182
0,0.88,0.62,0,5,1,3,1,"2011-08-26",0,8,6,110
0,0.83,0.6,0,1,1,3,2,"2012-08-20",1,8,23,102
0.4627,0.73,0.62,0,5,1,3,3,"2011-08-19",0,8,19,171
0.3284,0.63,0.52,0,4,1,4,1,"2011-12-15",0,12,23,116
0.1343,0.52,0.3,0,0,0,1,1,"2012-01-08",1,1,8,62
0.3881,0.49,0.8,0,0,0,3,1,"2011-07-17",0,7,17,375
0.1045,0.77,0.44,0,1,1,4,1,"2012-10-01",1,10,6,157
0.2239,0.74,0.12,0,5,1,1,1,"2011-02-11",0,2,9,146
0.2239,0.89,0.68,0,3,1,2,2,"2011-06-01",0,6,4,6
0.4179,0.83,0.58,0,2,1,2,1,"2011-05-17",0,5,20,284
0.1642,0.89,0.64,0,5,1,3,2,"2012-08-31",1,8,6,111
0.0896,0.93,0.24,0,1,1,1,3,"2012-12-24",1,12,21,26
0.2239,0.93,0.22,0,3,1,1,3,"2011-02-02",0,2,7,54
0.194,0.58,0.74,0,6,0,2,1,"2011-06-11",0,6,8,145
0.2537,0.87,0.26,0,3,1,1,2,"2011-03-09",0,3,9,146
0.0896,0.83,0.52,0,4,1,2,1,"2012-03-22",1,3,0,45
0.194,0.65,0.24,0,5,1,1,2,"2012-12-28",1,12,19,129
0.1642,0.62,0.72,0,1,1,2,1,"2012-06-11",1,6,10,151
0.0896,0.73,0.64,0,1,1,2,1,"2011-06-06",0,6,8,442
0,0.59,0.16,0,4,1,1,1,"2011-01-06",0,1,8,221
0.194,0.58,0.74,0,5,1,2,1,"2011-05-27",0,5,13,213
