"VelocidadViento","Humedad","Temperatura","DiaFestivo","DiaSemana","DiaNoLaborable","Estacion","Clima","Fecha","Año","Mes","Hora","Total"
0.1642,0.84,0.7,0,3,1,3,1,"2011-07-13",0,7,20,346
0.1045,0.79,0.7,0,3,1,3,1,"2011-07-13",0,7,21,256
0.2985,0.69,0.66,0,4,1,3,1,"2011-07-14",0,7,0,51
0.2239,0.39,0.72,0,4,1,3,1,"2011-07-14",0,7,19,408
0.1045,0.54,0.66,0,5,1,3,1,"2011-07-15",0,7,21,266
0.1642,0.61,0.64,0,5,1,3,1,"2011-07-15",0,7,23,174
0.2239,0.48,0.74,0,6,0,3,1,"2011-07-16",0,7,11,404
0.194,0.69,0.64,0,0,0,3,1,"2011-07-17",0,7,1,107
0.1642,0.73,0.64,0,0,0,3,1,"2011-07-17",0,7,7,58
0.2985,0.43,0.82,0,0,0,3,1,"2011-07-17",0,7,15,324
0.2239,0.74,0.7,0,1,1,3,1,"2011-07-18",0,7,1,30
0.1045,0.78,0.64,0,1,1,3,1,"2011-07-18",0,7,5,18
0.1045,0.83,0.64,0,1,1,3,1,"2011-07-18",0,7,6,109
0.194,0.62,0.76,0,1,1,3,1,"2011-07-18",0,7,10,134
0.194,0.66,0.74,0,1,1,3,1,"2011-07-18",0,7,21,209
0.1045,0.66,0.74,0,2,1,3,1,"2011-07-19",0,7,0,54
0.1343,0.66,0.8,0,2,1,3,1,"2011-07-19",0,7,18,535
0.1045,0.84,0.7,0,3,1,3,1,"2011-07-20",0,7,3,10
0.1045,0.84,0.7,0,3,1,3,2,"2011-07-20",0,7,7,308
0,0.7,0.76,0,3,1,3,1,"2011-07-20",0,7,10,118
0,0.59,0.82,0,3,1,3,1,"2011-07-20",0,7,12,155
0.2239,0.53,0.86,0,3,1,3,1,"2011-07-20",0,7,14,132
0.2239,0.75,0.8,0,3,1,3,1,"2011-07-20",0,7,20,315
0.194,0.75,0.76,0,4,1,3,2,"2011-07-21",0,7,0,48
0.1045,0.84,0.72,0,4,1,3,2,"2011-07-21",0,7,5,18
0.3582,0.5,0.9,0,4,1,3,1,"2011-07-21",0,7,14,153
0.1642,0.71,0.82,0,4,1,3,1,"2011-07-21",0,7,22,154
0,0.52,0.82,0,6,0,3,1,"2011-07-23",0,7,2,67
0.1045,0.66,0.78,0,0,0,3,1,"2011-07-24",0,7,4,9
0.3881,0.56,0.82,0,0,0,3,1,"2011-07-24",0,7,9,159
0.1642,0.42,0.88,0,0,0,3,1,"2011-07-24",0,7,18,246
0.1343,0.63,0.8,0,0,0,3,1,"2011-07-24",0,7,21,159
0,0.79,0.74,0,1,1,3,2,"2011-07-25",0,7,7,280
0,0.84,0.7,0,1,1,3,1,"2011-07-25",0,7,21,195
0.0896,0.84,0.7,0,1,1,3,1,"2011-07-25",0,7,23,95
0.2239,0.4,0.76,0,2,1,3,1,"2011-07-26",0,7,9,190
0,0.3,0.82,0,2,1,3,1,"2011-07-26",0,7,11,153
0.1045,0.58,0.76,0,2,1,3,1,"2011-07-26",0,7,23,92
0.1642,0.58,0.72,0,3,1,3,1,"2011-07-27",0,7,3,9
0.2537,0.48,0.72,0,3,1,3,1,"2011-07-27",0,7,7,347
0.2537,0.42,0.74,0,3,1,3,1,"2011-07-27",0,7,8,440
0.2239,0.28,0.84,0,3,1,3,1,"2011-07-27",0,7,14,133
0.2537,0.53,0.84,0,4,1,3,1,"2011-07-28",0,7,12,194
0.1642,0.47,0.86,0,4,1,3,1,"2011-07-28",0,7,16,263
0.2239,0.56,0.84,0,4,1,3,1,"2011-07-28",0,7,18,487
0,0.84,0.72,0,5,1,3,2,"2011-07-29",0,7,6,96
0.1045,0.55,0.76,0,6,0,3,1,"2011-07-30",0,7,2,45
0.2836,0.7,0.72,0,6,0,3,1,"2011-07-30",0,7,5,16
0.194,0.66,0.76,0,6,0,3,1,"2011-07-30",0,7,7,46
0.2239,0.27,0.9,0,6,0,3,1,"2011-07-30",0,7,16,307
0.1343,0.43,0.82,0,6,0,3,1,"2011-07-30",0,7,20,214
0.0896,0.55,0.76,0,0,0,3,1,"2011-07-31",0,7,0,117
0,0.7,0.74,0,0,0,3,1,"2011-07-31",0,7,6,16
0.1642,0.28,0.86,0,0,0,3,1,"2011-07-31",0,7,11,277
0.194,0.25,0.9,0,0,0,3,1,"2011-07-31",0,7,12,342
0.2836,0.17,0.92,0,0,0,3,1,"2011-07-31",0,7,16,310
0.2239,0.7,0.72,0,1,1,3,1,"2011-08-01",0,8,0,32
0.1045,0.74,0.7,0,1,1,3,1,"2011-08-01",0,8,2,12
0.1343,0.83,0.66,0,1,1,3,1,"2011-08-01",0,8,4,7
0,0.27,0.9,0,1,1,3,1,"2011-08-01",0,8,16,239
0.2985,0.36,0.82,0,2,1,3,1,"2011-08-02",0,8,10,143
0.2239,0.36,0.86,0,2,1,3,2,"2011-08-02",0,8,19,457
0.2239,0.52,0.8,0,2,1,3,1,"2011-08-02",0,8,21,261
0.1642,0.52,0.78,0,3,1,3,2,"2011-08-03",0,8,1,20
0.0896,0.55,0.76,0,3,1,3,2,"2011-08-03",0,8,3,8
0.194,0.55,0.74,0,3,1,3,2,"2011-08-03",0,8,9,196
0,0.79,0.7,0,3,1,3,2,"2011-08-03",0,8,17,426
0.2985,0.89,0.68,0,4,1,3,2,"2011-08-04",0,8,6,103
0.3284,0.74,0.72,0,4,1,3,1,"2011-08-04",0,8,9,188
0,0.58,0.76,0,4,1,3,1,"2011-08-04",0,8,13,211
0.194,0.74,0.7,0,4,1,3,2,"2011-08-04",0,8,20,286
0.1045,0.74,0.66,0,5,1,3,1,"2011-08-05",0,8,0,59
0.1343,0.78,0.64,0,5,1,3,1,"2011-08-05",0,8,6,104
0.2537,0.52,0.76,0,5,1,3,1,"2011-08-05",0,8,12,220
0.2537,0.52,0.78,0,5,1,3,1,"2011-08-05",0,8,13,210
0.2239,0.65,0.7,0,5,1,3,1,"2011-08-05",0,8,22,193
0.1642,0.83,0.68,0,6,0,3,1,"2011-08-06",0,8,8,124
0.2537,0.84,0.72,0,6,0,3,3,"2011-08-06",0,8,19,174
0.3284,0.84,0.7,0,6,0,3,2,"2011-08-06",0,8,22,124
0.2985,0.74,0.72,0,0,0,3,3,"2011-08-07",0,8,15,331
0.1343,0.84,0.72,0,0,0,3,1,"2011-08-07",0,8,20,187
0.1045,0.79,0.7,0,0,0,3,1,"2011-08-07",0,8,23,58
0.2985,0.62,0.72,0,1,1,3,1,"2011-08-08",0,8,7,272
0.1045,0.43,0.82,0,1,1,3,1,"2011-08-08",0,8,19,419
0.0896,0.58,0.76,0,1,1,3,1,"2011-08-08",0,8,21,194
0.1045,0.74,0.72,0,2,1,3,1,"2011-08-09",0,8,7,344
0,0.66,0.74,0,2,1,3,1,"2011-08-09",0,8,8,397
0.1343,0.62,0.78,0,2,1,3,2,"2011-08-09",0,8,9,182
0.2239,0.59,0.8,0,2,1,3,2,"2011-08-09",0,8,10,148
0.194,0.56,0.82,0,2,1,3,1,"2011-08-09",0,8,12,189
0.1642,0.49,0.84,0,2,1,3,1,"2011-08-09",0,8,13,178
0.1642,0.55,0.8,0,2,1,3,1,"2011-08-09",0,8,17,535
0.0896,0.61,0.68,0,3,1,3,1,"2011-08-10",0,8,5,38
0,0.61,0.68,0,3,1,3,1,"2011-08-10",0,8,6,124
0.2239,0.43,0.8,0,3,1,3,1,"2011-08-10",0,8,10,116
0.3284,0.3,0.86,0,3,1,3,1,"2011-08-10",0,8,15,196
0.2537,0.26,0.8,0,3,1,3,1,"2011-08-10",0,8,19,418
0.0896,0.37,0.74,0,3,1,3,1,"2011-08-10",0,8,23,116
0.1343,0.45,0.7,0,4,1,3,1,"2011-08-11",0,8,1,27
0.194,0.27,0.8,0,4,1,3,1,"2011-08-11",0,8,16,305
0.2537,0.29,0.8,0,4,1,3,1,"2011-08-11",0,8,17,584
0.1343,0.34,0.72,0,5,1,3,1,"2011-08-12",0,8,9,209
0,0.27,0.8,0,5,1,3,1,"2011-08-12",0,8,12,228
0.1343,0.65,0.66,0,6,0,3,1,"2011-08-13",0,8,3,28
0.194,0.7,0.74,0,6,0,3,2,"2011-08-13",0,8,11,316
0.2537,0.7,0.74,0,6,0,3,1,"2011-08-13",0,8,14,267
0.2836,0.74,0.7,0,6,0,3,2,"2011-08-13",0,8,16,286
0.2836,0.79,0.68,0,6,0,3,2,"2011-08-13",0,8,19,239
0.1045,0.94,0.64,0,0,0,3,2,"2011-08-14",0,8,6,7
0.2836,0.89,0.66,0,0,0,3,2,"2011-08-14",0,8,8,45
0.1642,0.66,0.74,0,0,0,3,1,"2011-08-14",0,8,16,296
0.4925,0.88,0.6,0,0,0,3,3,"2011-08-14",0,8,21,163
0,0.83,0.6,0,0,0,3,3,"2011-08-14",0,8,23,31
0.194,0.88,0.6,0,1,1,3,2,"2011-08-15",0,8,5,22
0.2537,0.88,0.6,0,1,1,3,1,"2011-08-15",0,8,7,260
0.194,0.65,0.7,0,1,1,3,1,"2011-08-15",0,8,18,485
0,0.65,0.7,0,1,1,3,1,"2011-08-15",0,8,19,400
0.194,0.65,0.66,0,1,1,3,1,"2011-08-15",0,8,21,191
0.1642,0.69,0.64,0,2,1,3,1,"2011-08-16",0,8,1,22
0.2239,0.73,0.62,0,2,1,3,1,"2011-08-16",0,8,3,11
0.2985,0.69,0.64,0,2,1,3,1,"2011-08-16",0,8,4,8
0.3284,0.45,0.76,0,2,1,3,1,"2011-08-16",0,8,17,601
0.1642,0.54,0.7,0,3,1,3,1,"2011-08-17",0,8,8,490
0.1343,0.43,0.8,0,3,1,3,1,"2011-08-17",0,8,15,165
0.1642,0.65,0.66,0,4,1,3,2,"2011-08-18",0,8,1,28
0.2836,0.74,0.66,0,4,1,3,1,"2011-08-18",0,8,8,422
0.3582,0.52,0.8,0,4,1,3,1,"2011-08-18",0,8,13,189
0.3582,0.46,0.8,0,4,1,3,1,"2011-08-18",0,8,15,179
0.2985,0.46,0.8,0,4,1,3,3,"2011-08-18",0,8,17,413
0.194,0.69,0.68,0,5,1,3,3,"2011-08-19",0,8,0,68
0,0.89,0.64,0,5,1,3,3,"2011-08-19",0,8,1,23
0,0.78,0.64,0,5,1,3,1,"2011-08-19",0,8,3,7
0,0.83,0.64,0,5,1,3,1,"2011-08-19",0,8,6,94
0,0.83,0.66,0,5,1,3,2,"2011-08-19",0,8,8,405
0,0.78,0.62,0,6,0,3,1,"2011-08-20",0,8,3,53
0.194,0.43,0.8,0,6,0,3,1,"2011-08-20",0,8,15,392
0.2537,0.58,0.76,0,6,0,3,1,"2011-08-20",0,8,18,396
0.194,0.62,0.74,0,6,0,3,1,"2011-08-20",0,8,19,291
0.2836,0.84,0.7,0,0,0,3,1,"2011-08-21",0,8,15,73
0.2537,0.79,0.7,0,0,0,3,1,"2011-08-21",0,8,21,139
0.0896,0.79,0.68,0,1,1,3,1,"2011-08-22",0,8,1,26
0.194,0.49,0.58,0,2,1,3,1,"2011-08-23",0,8,1,23
0.194,0.6,0.54,0,2,1,3,1,"2011-08-23",0,8,6,116
0,0.37,0.7,0,2,1,3,1,"2011-08-23",0,8,10,155
0.194,0.34,0.72,0,2,1,3,1,"2011-08-23",0,8,18,525
0.1045,0.6,0.6,0,3,1,3,1,"2011-08-24",0,8,1,30
0.1343,0.68,0.58,0,3,1,3,1,"2011-08-24",0,8,2,12
0.1045,0.73,0.56,0,3,1,3,1,"2011-08-24",0,8,4,13
0.3582,0.52,0.76,0,3,1,3,1,"2011-08-24",0,8,17,572
0.2985,0.55,0.74,0,3,1,3,1,"2011-08-24",0,8,18,622
0.2985,0.58,0.72,0,3,1,3,1,"2011-08-24",0,8,20,339
0.1045,0.79,0.7,0,4,1,3,1,"2011-08-25",0,8,13,39
0,0.7,0.74,0,4,1,3,2,"2011-08-25",0,8,15,136
0.1343,0.84,0.72,0,4,1,3,2,"2011-08-25",0,8,18,411
0.3284,0.78,0.66,0,4,1,3,2,"2011-08-25",0,8,19,273
0.3582,0.78,0.64,0,4,1,3,1,"2011-08-25",0,8,20,230
0,0.88,0.62,0,5,1,3,2,"2011-08-26",0,8,5,29
0,0.74,0.7,0,5,1,3,1,"2011-08-26",0,8,9,235
0.1045,0.62,0.78,0,5,1,3,1,"2011-08-26",0,8,16,345
0.1045,0.79,0.72,0,5,1,3,1,"2011-08-26",0,8,22,154
0.4925,0.83,0.66,0,6,0,3,3,"2011-08-27",0,8,12,79
0.4179,0.83,0.62,0,0,0,3,3,"2011-08-28",0,8,8,12
0.4179,0.43,0.78,0,0,0,3,1,"2011-08-28",0,8,14,451
0.3582,0.43,0.78,0,0,0,3,1,"2011-08-28",0,8,15,475
0.3881,0.36,0.8,0,0,0,3,1,"2011-08-28",0,8,16,494
0.2985,0.4,0.76,0,0,0,3,1,"2011-08-28",0,8,17,401
0.1045,0.69,0.64,0,0,0,3,1,"2011-08-28",0,8,22,100
0.1045,0.73,0.62,0,0,0,3,1,"2011-08-28",0,8,23,65
0.1642,0.47,0.66,0,1,1,3,1,"2011-08-29",0,8,11,145
0,0.42,0.7,0,1,1,3,1,"2011-08-29",0,8,14,190
0.2239,0.35,0.74,0,2,1,3,1,"2011-08-30",0,8,15,201
0,0.5,0.66,0,2,1,3,1,"2011-08-30",0,8,20,299
0.0896,0.83,0.54,0,3,1,3,1,"2011-08-31",0,8,5,33
0.0896,0.69,0.64,0,3,1,3,1,"2011-08-31",0,8,9,248
0.2239,0.51,0.7,0,3,1,3,1,"2011-08-31",0,8,18,573
0.1343,0.51,0.72,0,4,1,3,1,"2011-09-01",0,9,11,195
0.0896,0.48,0.72,0,4,1,3,2,"2011-09-01",0,9,13,221
0.1045,0.83,0.6,0,5,1,3,1,"2011-09-02",0,9,7,260
0.194,0.78,0.62,0,5,1,3,1,"2011-09-02",0,9,8,464
0.2239,0.69,0.66,0,5,1,3,2,"2011-09-02",0,9,12,265
0.1642,0.73,0.64,0,5,1,3,2,"2011-09-02",0,9,22,152
0.1045,0.73,0.64,0,6,0,3,2,"2011-09-03",0,9,0,91
0.194,0.73,0.62,0,6,0,3,1,"2011-09-03",0,9,7,39
0.1343,0.83,0.66,0,0,0,3,1,"2011-09-04",0,9,1,81
0.194,0.83,0.66,0,0,0,3,1,"2011-09-04",0,9,2,61
0.1642,0.78,0.66,0,0,0,3,1,"2011-09-04",0,9,8,70
0.3284,0.66,0.78,0,0,0,3,1,"2011-09-04",0,9,14,366
0.194,0.7,0.74,0,0,0,3,1,"2011-09-04",0,9,19,334
0.2537,0.74,0.72,0,0,0,3,1,"2011-09-04",0,9,21,213
0.2836,0.69,0.68,1,1,0,3,2,"2011-09-05",0,9,4,14
0.1343,0.74,0.66,1,1,0,3,2,"2011-09-05",0,9,6,17
0.1642,0.74,0.66,1,1,0,3,1,"2011-09-05",0,9,7,45
0.2836,0.79,0.68,1,1,0,3,2,"2011-09-05",0,9,15,255
0.2836,0.79,0.68,1,1,0,3,2,"2011-09-05",0,9,16,289
0.2985,0.94,0.54,0,2,1,3,2,"2011-09-06",0,9,4,9
0.3284,0.88,0.54,0,2,1,3,2,"2011-09-06",0,9,6,78
0.3881,0.83,0.54,0,2,1,3,3,"2011-09-06",0,9,12,72
0.2985,0.88,0.54,0,2,1,3,3,"2011-09-06",0,9,13,31
0.3881,0.94,0.54,0,2,1,3,3,"2011-09-06",0,9,16,108
0.3881,0.88,0.54,0,2,1,3,2,"2011-09-06",0,9,18,377
0.2239,0.94,0.54,0,3,1,3,2,"2011-09-07",0,9,0,20
0.2239,0.94,0.54,0,3,1,3,2,"2011-09-07",0,9,2,6
0.1343,0.94,0.56,0,3,1,3,3,"2011-09-07",0,9,3,5
0,0.89,0.64,0,3,1,3,2,"2011-09-07",0,9,19,230
0.1642,0.94,0.62,0,3,1,3,3,"2011-09-07",0,9,22,30
0.0896,0.94,0.62,0,4,1,3,2,"2011-09-08",0,9,4,10
0.1642,0.94,0.62,0,4,1,3,2,"2011-09-08",0,9,20,91
0.2537,0.94,0.62,0,5,1,3,2,"2011-09-09",0,9,3,8
0.0896,0.94,0.62,0,5,1,3,1,"2011-09-09",0,9,23,149
0.1343,0.88,0.6,0,6,0,3,1,"2011-09-10",0,9,7,56
0.2537,0.65,0.7,0,6,0,3,1,"2011-09-10",0,9,10,320
0.194,0.58,0.72,0,6,0,3,1,"2011-09-10",0,9,18,363
0.1045,0.73,0.62,0,0,0,3,1,"2011-09-11",0,9,20,227
0,0.69,0.64,0,0,0,3,1,"2011-09-11",0,9,21,159
0.0896,0.88,0.56,0,1,1,3,1,"2011-09-12",0,9,0,21
0.1045,0.94,0.54,0,1,1,3,1,"2011-09-12",0,9,4,12
0,0.83,0.56,0,1,1,3,1,"2011-09-12",0,9,5,27
0.194,0.58,0.7,0,1,1,3,1,"2011-09-12",0,9,11,169
0.0896,0.73,0.64,0,1,1,3,1,"2011-09-12",0,9,21,200
0.1642,0.83,0.62,0,1,1,3,1,"2011-09-12",0,9,22,154
0,0.88,0.56,0,2,1,3,1,"2011-09-13",0,9,4,10
0.1045,0.88,0.56,0,2,1,3,1,"2011-09-13",0,9,6,130
0.1343,0.69,0.68,0,2,1,3,1,"2011-09-13",0,9,10,141
0.2239,0.58,0.72,0,2,1,3,1,"2011-09-13",0,9,12,190
0.1343,0.88,0.6,0,3,1,3,1,"2011-09-14",0,9,3,16
0.1045,0.88,0.58,0,3,1,3,1,"2011-09-14",0,9,6,146
0.1642,0.83,0.62,0,3,1,3,1,"2011-09-14",0,9,8,431
0.2537,0.55,0.76,0,3,1,3,1,"2011-09-14",0,9,13,182
0.1045,0.7,0.7,0,3,1,3,2,"2011-09-14",0,9,19,387
0.4179,0.58,0.72,0,3,1,3,2,"2011-09-14",0,9,20,265
0.2985,0.69,0.66,0,4,1,3,2,"2011-09-15",0,9,12,184
0.2836,0.71,0.4,0,5,1,3,1,"2011-09-16",0,9,2,18
0.2537,0.71,0.4,0,5,1,3,1,"2011-09-16",0,9,3,10
0.1343,0.51,0.5,0,5,1,3,2,"2011-09-16",0,9,11,182
0,0.45,0.52,0,5,1,3,2,"2011-09-16",0,9,12,259
0.1642,0.48,0.52,0,5,1,3,2,"2011-09-16",0,9,16,364
0.1642,0.72,0.46,0,6,0,3,1,"2011-09-17",0,9,0,111
0.1045,0.72,0.46,0,6,0,3,1,"2011-09-17",0,9,1,82
0.2537,0.77,0.46,0,6,0,3,2,"2011-09-17",0,9,8,109
0.194,0.68,0.52,0,6,0,3,2,"2011-09-17",0,9,13,350
0.1343,0.68,0.52,0,6,0,3,1,"2011-09-17",0,9,20,180
0.2537,0.82,0.44,0,0,0,3,1,"2011-09-18",0,9,2,94
0.2239,0.77,0.5,0,1,1,3,1,"2011-09-19",0,9,6,121
0.0896,0.6,0.58,0,1,1,3,2,"2011-09-19",0,9,12,193
0.1642,0.6,0.6,0,1,1,3,2,"2011-09-19",0,9,16,267
0.194,0.88,0.54,0,2,1,3,2,"2011-09-20",0,9,6,118
0.1642,0.88,0.56,0,2,1,3,3,"2011-09-20",0,9,10,30
0.1642,0.83,0.6,0,2,1,3,2,"2011-09-20",0,9,16,269
0.1045,0.83,0.6,0,2,1,3,1,"2011-09-20",0,9,18,496
0.1642,1,0.54,0,3,1,3,2,"2011-09-21",0,9,5,33
0.0896,1,0.56,0,3,1,3,2,"2011-09-21",0,9,9,211
0.194,0.74,0.66,0,3,1,3,2,"2011-09-21",0,9,14,180
0.1045,0.74,0.66,0,3,1,3,2,"2011-09-21",0,9,15,186
0.0896,0.94,0.6,0,4,1,3,2,"2011-09-22",0,9,1,12
0.0896,0.94,0.6,0,4,1,3,2,"2011-09-22",0,9,3,17
0.2239,0.83,0.66,0,4,1,3,2,"2011-09-22",0,9,14,186
0.1642,0.79,0.68,0,4,1,3,2,"2011-09-22",0,9,15,183
0.1045,1,0.6,0,5,1,4,2,"2011-09-23",0,9,2,23
0.0896,1,0.6,0,5,1,4,3,"2011-09-23",0,9,13,38
0,0.94,0.62,0,5,1,4,3,"2011-09-23",0,9,16,59
0.1045,0.88,0.56,0,6,0,4,2,"2011-09-24",0,9,7,50
0.1343,0.94,0.6,0,0,0,4,3,"2011-09-25",0,9,4,12
0.1343,0.94,0.6,0,0,0,4,2,"2011-09-25",0,9,7,42
0,0.78,0.66,0,0,0,4,2,"2011-09-25",0,9,14,354
0.0896,0.83,0.64,0,0,0,4,1,"2011-09-25",0,9,20,189
0,0.94,0.62,0,1,1,4,2,"2011-09-26",0,9,0,33
0.1045,0.88,0.62,0,1,1,4,2,"2011-09-26",0,9,1,19
0,0.94,0.62,0,1,1,4,2,"2011-09-26",0,9,8,362
0.194,0.89,0.64,0,1,1,4,2,"2011-09-26",0,9,10,158
0.2239,0.79,0.68,0,1,1,4,1,"2011-09-26",0,9,11,165
0,0.94,0.62,0,2,1,4,2,"2011-09-27",0,9,3,14
0.0896,0.83,0.68,0,2,1,4,2,"2011-09-27",0,9,15,210
0,0.88,0.6,0,3,1,4,1,"2011-09-28",0,9,4,7
0.2537,0.83,0.66,0,3,1,4,3,"2011-09-28",0,9,18,531
0.194,0.61,0.62,0,4,1,4,1,"2011-09-29",0,9,11,161
0.194,0.61,0.64,0,4,1,4,1,"2011-09-29",0,9,13,214
0.0896,0.5,0.62,0,4,1,4,1,"2011-09-29",0,9,19,389
0.0896,0.53,0.6,0,4,1,4,1,"2011-09-29",0,9,20,274
0.1343,0.77,0.54,0,5,1,4,1,"2011-09-30",0,9,8,463
0.194,0.73,0.56,0,5,1,4,1,"2011-09-30",0,9,9,238
0.194,0.57,0.64,0,5,1,4,2,"2011-09-30",0,9,12,258
0.3284,0.47,0.66,0,5,1,4,2,"2011-09-30",0,9,13,270
0.3284,0.55,0.52,0,5,1,4,1,"2011-09-30",0,9,23,136
0.3284,0.67,0.48,0,6,0,4,1,"2011-10-01",0,10,1,59
0.3284,0.67,0.42,0,6,0,4,1,"2011-10-01",0,10,6,21
0.2239,0.87,0.38,0,6,0,4,3,"2011-10-01",0,10,18,143
0.2537,0.87,0.34,0,0,0,4,3,"2011-10-02",0,10,1,27
0.2985,0.87,0.34,0,0,0,4,3,"2011-10-02",0,10,2,33
0.2537,0.87,0.34,0,0,0,4,2,"2011-10-02",0,10,4,10
0.2836,0.87,0.32,0,0,0,4,1,"2011-10-02",0,10,5,14
0.194,0.87,0.36,0,0,0,4,3,"2011-10-02",0,10,16,211
0.194,0.81,0.36,0,0,0,4,2,"2011-10-02",0,10,18,178
0.0896,0.81,0.36,0,0,0,4,1,"2011-10-02",0,10,23,29
0.1045,0.71,0.36,0,1,1,4,2,"2011-10-03",0,10,8,376
0,0.87,0.4,0,2,1,4,2,"2011-10-04",0,10,2,4
0.1045,0.82,0.46,0,3,1,4,1,"2011-10-05",0,10,3,9
0,0.88,0.44,0,3,1,4,1,"2011-10-05",0,10,4,12
0.2239,0.41,0.64,0,3,1,4,1,"2011-10-05",0,10,13,224
0.3284,0.47,0.64,0,3,1,4,1,"2011-10-05",0,10,16,285
0.1642,0.62,0.44,0,4,1,4,1,"2011-10-06",0,10,8,460
0.1045,0.59,0.52,0,4,1,4,1,"2011-10-06",0,10,19,346
0.2537,0.56,0.6,0,5,1,4,1,"2011-10-07",0,10,17,563
0,0.49,0.54,0,5,1,4,1,"2011-10-07",0,10,20,199
0,0.63,0.5,0,5,1,4,1,"2011-10-07",0,10,23,140
0.1343,0.94,0.42,0,6,0,4,1,"2011-10-08",0,10,4,11
0,0.94,0.42,0,6,0,4,1,"2011-10-08",0,10,6,22
0,0.82,0.46,0,6,0,4,1,"2011-10-08",0,10,8,104
0.0896,0.5,0.62,0,6,0,4,1,"2011-10-08",0,10,14,468
0.1343,0.68,0.54,0,6,0,4,1,"2011-10-08",0,10,19,250
0,0.88,0.44,0,0,0,4,1,"2011-10-09",0,10,4,19
0,0.88,0.44,0,0,0,4,1,"2011-10-09",0,10,6,21
0.0896,0.44,0.64,0,0,0,4,1,"2011-10-09",0,10,12,461
0.1045,0.73,0.56,0,0,0,4,1,"2011-10-09",0,10,20,195
0,0.94,0.52,0,0,0,4,2,"2011-10-09",0,10,22,159
0.1045,0.88,0.5,0,0,0,4,1,"2011-10-09",0,10,23,125
0,0.88,0.48,1,1,0,4,1,"2011-10-10",0,10,1,38
0,0.37,0.74,1,1,0,4,1,"2011-10-10",0,10,14,375
0.1045,0.54,0.66,1,1,0,4,2,"2011-10-10",0,10,17,461
0.0896,0.88,0.56,1,1,0,4,1,"2011-10-10",0,10,21,178
0.1343,0.88,0.52,0,2,1,4,2,"2011-10-11",0,10,4,12
0.2537,0.78,0.6,0,2,1,4,2,"2011-10-11",0,10,17,606
0.2239,0.83,0.58,0,2,1,4,2,"2011-10-11",0,10,19,321
0.2239,0.83,0.58,0,2,1,4,2,"2011-10-11",0,10,20,242
0.194,0.78,0.58,0,2,1,4,2,"2011-10-11",0,10,21,181
0.2537,0.88,0.54,0,3,1,4,2,"2011-10-12",0,10,6,118
0.2537,0.94,0.54,0,3,1,4,3,"2011-10-12",0,10,15,50
0,0.94,0.54,0,4,1,4,2,"2011-10-13",0,10,2,7
0.194,1,0.54,0,4,1,4,2,"2011-10-13",0,10,3,9
0.0896,1,0.54,0,4,1,4,3,"2011-10-13",0,10,8,212
0.2537,0.83,0.62,0,4,1,4,3,"2011-10-13",0,10,17,484
0.2537,0.83,0.62,0,4,1,4,3,"2011-10-13",0,10,18,272
0.2836,0.83,0.62,0,4,1,4,1,"2011-10-13",0,10,20,183
0.194,0.94,0.56,0,5,1,4,1,"2011-10-14",0,10,4,11
0.194,0.88,0.56,0,5,1,4,3,"2011-10-14",0,10,6,97
0.3582,0.88,0.54,0,5,1,4,3,"2011-10-14",0,10,10,130
0.3582,0.73,0.56,0,5,1,4,1,"2011-10-14",0,10,13,137
0.2836,0.39,0.54,0,5,1,4,1,"2011-10-14",0,10,18,425
0.1642,0.59,0.46,0,5,1,4,1,"2011-10-14",0,10,23,102
0.194,0.59,0.46,0,6,0,4,1,"2011-10-15",0,10,2,60
0.194,0.62,0.44,0,6,0,4,1,"2011-10-15",0,10,3,29
0.1045,0.76,0.4,0,6,0,4,1,"2011-10-15",0,10,7,61
0.1642,0.41,0.48,0,6,0,4,1,"2011-10-15",0,10,23,139
0.1343,0.44,0.46,0,0,0,4,1,"2011-10-16",0,10,0,111
0.1343,0.54,0.42,0,0,0,4,1,"2011-10-16",0,10,2,70
0.2239,0.45,0.5,0,0,0,4,1,"2011-10-16",0,10,9,194
0.3881,0.35,0.62,0,0,0,4,1,"2011-10-16",0,10,15,416
0.4478,0.49,0.56,0,0,0,4,1,"2011-10-16",0,10,18,335
0.3881,0.52,0.54,0,0,0,4,1,"2011-10-16",0,10,19,238
0.1642,0.59,0.52,0,1,1,4,1,"2011-10-17",0,10,4,9
0.1642,0.55,0.5,0,1,1,4,2,"2011-10-17",0,10,7,313
0.2537,0.51,0.5,0,1,1,4,2,"2011-10-17",0,10,8,419
0,0.88,0.48,0,1,1,4,2,"2011-10-17",0,10,23,67
0.0896,0.94,0.44,0,2,1,4,1,"2011-10-18",0,10,2,9
0.1045,0.94,0.44,0,2,1,4,2,"2011-10-18",0,10,4,8
0.0896,0.88,0.46,0,2,1,4,1,"2011-10-18",0,10,7,346
0.1343,0.6,0.6,0,2,1,4,1,"2011-10-18",0,10,17,629
0.1642,0.77,0.52,0,2,1,4,2,"2011-10-18",0,10,22,141
0.1642,0.94,0.54,0,3,1,4,3,"2011-10-19",0,10,14,101
0.1343,1,0.54,0,3,1,4,3,"2011-10-19",0,10,15,123
0.2985,0.94,0.56,0,4,1,4,1,"2011-10-20",0,10,0,31
0.5224,0.55,0.48,0,4,1,4,1,"2011-10-20",0,10,11,134
0.3284,0.51,0.46,0,4,1,4,2,"2011-10-20",0,10,20,246
